R,G,B
0.29431858711908154,0.3273097533431874,0.085666817750932
0.3421243564141748,0.38890855784217154,0.15092691348293924
0.3456999649253816,0.33771969722684225,0.09644774192069502
0.3407679692079503,0.37409088249673006,0.10652624405371708
0.3671485454066464,0.34712572783431994,0.08924571943039293
0.29431858711908154,0.3273097533431874,0.085666817750932
0.3167105741332806,0.3331889361142865,0.10340354016305477
0.2656295980356011,0.2902302722735893,0.10319211569714776
0.3238259596398109,0.3569136743091479,0.10405152790326037
0.37995620387213386,0.35825022938070245,0.08624804189730313
0.3119797786948554,0.3482616593892399,0.11506974153539079
0.29071804948468477,0.3231477795343079,0.0949433282014812
0.27122881869965915,0.3042007159894462,0.08713100295531113
0.2729110480975204,0.2980840572190801,0.10320152638594725
0.31322589852848975,0.3349197436554992,0.10509862015401059
0.31642363451960126,0.3408032822815218,0.10260835151518036
0.373955913653335,0.3529709094984072,0.1190012872060717
0.3109768441828499,0.32665139393084974,0.08690296446060353
0.3262292896067205,0.33694593499668757,0.10551984807197416
0.2936017425741489,0.31589431783106725,0.09304298056242476
0.3365943540536782,0.3381385731843674,0.11798212533623458
0.32960453707386145,0.3458253324972612,0.09747255067567567
0.27583856175581,0.3002782477483375,0.09273442341471946
0.3201306427913582,0.348106136502647,0.10551119376195742
0.2679958619704006,0.2888883683224937,0.10418439555157526
0.33149113366400124,0.34297036120440755,0.112932541600917
0.32443373642020024,0.34116858672124795,0.10555823406045836
0.28359621686532044,0.30311834136086757,0.1038048552754435
0.322936180153481,0.3363042853390216,0.10417747028249161
0.27048774079207,0.2858134958216693,0.11479552266652876
0.3633911817104548,0.3322766414740875,0.10211121565799129
0.28792327693409203,0.2999106793145306,0.09333507970574312
0.2957503793143932,0.3244482353478893,0.08932079014255409
0.30340449737448977,0.30320641877991766,0.0902598083109041
0.3138874663386755,0.33169512345579677,0.10323904090966363
0.26760530239006125,0.2754198352063588,0.10498593871819893
0.33840891810873724,0.3382987591606158,0.10762266333772315
0.33660142285616484,0.34166524788495184,0.11326673693909046
0.25424497659527473,0.2765342774758504,0.08788776370873627
0.287666243474241,0.2918520052429263,0.100031836932106
0.31848898057082836,0.3421979819066273,0.11038890837510507
0.29888029277709466,0.3243599467019317,0.11131286813163689
0.2951014012607905,0.3165183358772651,0.10535289436349071
0.3351255841666448,0.33503041182279175,0.10135070470446077
0.32274896395254893,0.34331755889888105,0.11336919347917249
0.25652931591237327,0.2834124115077572,0.08734356987359462
0.32153522791211536,0.33480228931706696,0.11088001022641546
0.3211870742020854,0.3274506610821808,0.09215594897194346
0.3250967221880296,0.33607885137703986,0.12714078666861672
0.2699462892158344,0.2865920463008882,0.10033758856466328
0.31877094469946327,0.3242086403919985,0.1211315555385454
0.26407559787373425,0.27243188986737643,0.09908529956716984
0.24642231681422125,0.26726139649527825,0.09771940685544245
0.30643641585781906,0.3185481227657016,0.11271898796378808
0.326706751818164,0.33267338862490653,0.11032390570569758
0.334698482358587,0.3376185858157146,0.11715614262032625
0.29323838355840054,0.3235903343814333,0.08899886373783615
0.33384370903944977,0.3436252732409153,0.09631553841155867
0.2973737355710499,0.32322935330467717,0.1006113582830421
0.3042832996768454,0.31888964938908904,0.10834458756369622
0.3472857120517784,0.3430492623512354,0.11619975189966637
0.268275517356359,0.28706610540981936,0.1136879088257006
0.37147646451101934,0.36342189895354265,0.10130264002518745
0.33744934471639626,0.34443832035036465,0.09796708328155097
0.3050908474875977,0.3147782358716799,0.1056472838537256
0.34760693179122104,0.32809337762267166,0.10799877439487471
0.27712637961884296,0.3030763072455976,0.09059174555877578
0.32953916594199023,0.3230648882494116,0.10491317843327018
0.2697019736202887,0.2954169775379352,0.09341369360333417
0.3176988824130265,0.3446249299004587,0.09776366777647762
0.28399477073788576,0.29580452614037844,0.12772771144303705
0.2645080664837748,0.2868614183752161,0.1167833254797246
0.32867934046704694,0.32805522883089083,0.12131951601921431
0.2924059047685824,0.3376601391293031,0.10124229065525112
0.2972936121359216,0.34240273162264323,0.11156257677555852
0.3054009785775954,0.3516438788547881,0.10322853233034829
0.3536737578624302,0.3951273177875005,0.10212348232283293
0.3457564991443891,0.3808603443303222,0.10905437464537839
0.31719346994677416,0.3566814954444178,0.10901851920344141
0.27883272041737334,0.332005749709398,0.08857014894615352
0.3241190888517011,0.36941604151420077,0.11512080993669786
0.280830695493721,0.3243586351946005,0.11251022175188802
0.30688782754882266,0.35513283334266155,0.12112197800859244
0.3166039405203695,0.36945205775749396,0.11049993302628461
0.3073544248150555,0.36749351010493325,0.09656159739108769
0.2938602117183333,0.34305882642167285,0.10596236378617976
0.3487489629617954,0.38156393242021436,0.12484111776461428
0.33234795395301725,0.37852939177011014,0.10531350007064365
0.3178290668176351,0.36650797225191123,0.10944191804665188
0.2923312910322824,0.3372573155777506,0.10024774142779584
0.31919512730543853,0.36739406016697634,0.09964459559126533
0.29294969368838936,0.3521767152852608,0.1009152356907441
0.290759072117593,0.34390316534057397,0.09515818746073397
0.2532883223568275,0.31094720967263195,0.09879144643954282
0.2903761192011244,0.34792794860931725,0.11145543086073496
0.28789247135766627,0.33703906339855083,0.09155424113867355
0.3118927684626282,0.3600253077550714,0.10186193436721357
0.2912814848645844,0.3458903732622822,0.0917244236402412
0.30230681799709064,0.35264604172350783,0.1035196726969743
0.3376567627797202,0.39906208676916466,0.0941344026680198
0.32669118345896053,0.3752526599854663,0.10471941141401503
0.3346524510898625,0.39104207939790414,0.108831293303777
0.291932441105892,0.3443222209137676,0.0938589145774396
0.31325104572466494,0.3611065516571803,0.10177559322616989
